model,scenario,region,variable,unit,year,iso,v20250417_gdp,v3_1,difference,difference_percentage
OECD ENV-Growth 2023,SSP4,Sao Tome and Principe,GDP|PPP [per capita],USD_2017/yr,2075,STP,11638.138124828252,11510.2,127.9381248282516,1.111519563763024
OECD ENV-Growth 2023,SSP4,Sao Tome and Principe,GDP|PPP [per capita],USD_2017/yr,2080,STP,13342.181633426337,13190.7,151.48163342633597,1.1483972300661525
OECD ENV-Growth 2023,SSP4,Sao Tome and Principe,GDP|PPP [per capita],USD_2017/yr,2085,STP,15224.70026694157,15045.2,179.50026694156986,1.1930733186768527
OECD ENV-Growth 2023,SSP4,Sao Tome and Principe,GDP|PPP [per capita],USD_2017/yr,2090,STP,17314.162058776652,17102.7,211.46205877665125,1.236425001763764
OECD ENV-Growth 2023,SSP4,Sao Tome and Principe,GDP|PPP [per capita],USD_2017/yr,2095,STP,19652.450991157544,19404.1,248.35099115754565,1.2798892561754767
OECD ENV-Growth 2023,SSP4,Sao Tome and Principe,GDP|PPP [per capita],USD_2017/yr,2100,STP,22280.67297778611,21992.2,288.4729777861103,1.3117058674716957
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2025,SAU,49511.998794498446,49298.3,213.69879449844302,0.4334810622241396
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2030,SAU,57244.64696012755,56940.5,304.14696012755303,0.5341487344290146
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2035,SAU,64081.765033513395,63693.4,388.3650335133934,0.609741407293995
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2040,SAU,69823.77477105417,69376.5,447.27477105417347,0.6447064511097755
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2045,SAU,74464.33285388359,73982,482.3328538835922,0.6519597386980511
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2050,SAU,78074.31294135623,77524.6,549.7129413562216,0.7090819447713648
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2055,SAU,81116.10596529707,80466.9,649.2059652970784,0.8067987772575785
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2060,SAU,83592.93258359763,82843.1,749.8325835976284,0.9051237623865215
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2065,SAU,85905.10602982264,85071.5,833.6060298226366,0.9798887169294495
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2070,SAU,88111.57910645196,87221.3,890.2791064519552,1.0207129525149878
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2075,SAU,90303.56567503852,89367.8,935.7656750385213,1.0470948988769122
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2080,SAU,92612.5850537374,91624.3,988.2850537374034,1.078627671630128
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2085,SAU,95032.3715600727,93976.4,1055.9715600727068,1.1236561094835584
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2090,SAU,97527.06275368849,96393.8,1133.262753688483,1.1756593823342196
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2095,SAU,100110.61930145734,98902.2,1208.4193014573393,1.2218325795152578
OECD ENV-Growth 2023,SSP4,Saudi Arabia,GDP|PPP [per capita],USD_2017/yr,2100,SAU,102744.5542260346,101472,1272.5542260345974,1.254093962900699
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2025,SEN,4187.199747160661,4157.05,30.14974716066081,0.7252678500537836
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2030,SEN,4846.420495632511,4809.98,36.440495632511556,0.7576018119100612
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2035,SEN,5722.728202295818,5680.69,42.03820229581834,0.7400192986383405
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2040,SEN,6489.349951482229,6441.8,47.54995148222861,0.738146969515176
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2045,SEN,7246.507027562673,7189.3,57.20702756267292,0.7957245846281685
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2050,SEN,8097.449408140411,8025.05,72.39940814041074,0.9021676891783945
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2055,SEN,9098.268429302068,9008.09,90.17842930206825,1.0010826856977257
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2060,SEN,10251.196161377957,10143,108.19616137795674,1.0667076937588162
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2065,SEN,11578.930895490514,11452.4,126.53089549051401,1.104841740513028
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2070,SEN,13064.18267686562,12918.5,145.68267686561921,1.1277058239394606
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2075,SEN,14769.015869890784,14601.1,167.91586989078314,1.150022052384979
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2080,SEN,16741.743847955968,16546.1,195.64384795596925,1.182416690071795
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2085,SEN,19011.53353743836,18782.6,228.9335374383627,1.2188596756485401
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2090,SEN,21564.985752905533,21298.6,266.3857529055349,1.2507195445030892
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2095,SEN,24389.75925350744,24083.3,306.45925350744074,1.272496931514538
OECD ENV-Growth 2023,SSP4,Senegal,GDP|PPP [per capita],USD_2017/yr,2100,SEN,27507.178050596856,27159.8,347.37805059685707,1.2790154956842725
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2025,SYC,33744.55559936547,33642.8,101.75559936546779,0.3024587708676679
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2030,SYC,38989.07851637339,38835.4,153.67851637338754,0.3957176091230875
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2035,SYC,44366.117839858656,44170.3,195.81783985865331,0.44332467712162543
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2040,SYC,49660.70495758812,49425.5,235.2049575881174,0.47587775052982245
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2045,SYC,55109.651970651255,54809.5,300.1519706512554,0.5476276387328025
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2050,SYC,60667.11375103787,60278.3,388.8137510378656,0.6450310493790727
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2055,SYC,66323.94854110571,65834.6,489.3485411057045,0.7432999381870695
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2060,SYC,71930.31949204572,71346.7,583.6194920457201,0.8180048860644152
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2065,SYC,77733.5022457676,77070.8,662.7022457675921,0.8598616412021053
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2070,SYC,83718.12294540567,82971.1,747.022945405668,0.9003411373426023
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2075,SYC,89926.53907400175,89089.9,836.6390740017523,0.9390953115917207
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2080,SYC,96425.62367550282,95467.3,958.3236755028192,1.0038240062333585
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2085,SYC,103259.67705119612,102177,1082.6770511961222,1.0596093555263144
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2090,SYC,110491.3533203396,109264,1227.3533203395928,1.1232915876588745
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2095,SYC,118186.6295466574,116807,1379.6295466573938,1.1811188941222648
OECD ENV-Growth 2023,SSP4,Seychelles,GDP|PPP [per capita],USD_2017/yr,2100,SYC,126360.8165620717,124831,1529.8165620717045,1.2255101393657863
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2025,SLE,1764.540894346285,1752.99,11.550894346285077,0.6589252845871953
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2030,SLE,1994.4256075815697,1980.83,13.595607581569766,0.686359131352502
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2035,SLE,2314.59254241166,2300.02,14.572542411659924,0.6335832910870307
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2040,SLE,2697.033856221367,2679.18,17.853856221367096,0.6663925612077986
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2045,SLE,3098.7204283178567,3075.15,23.570428317856567,0.7664806047788422
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2050,SLE,3512.686229190089,3481.71,30.976229190088816,0.8896843559655692
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2055,SLE,3935.1059305168737,3896.93,38.175930516873905,0.9796411666843876
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2060,SLE,4352.51629588627,4308.26,44.25629588626998,1.0272429214176948
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2065,SLE,4766.752121656256,4716.95,49.80212165625653,1.0558119474714918
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2070,SLE,5177.947216921089,5122.07,55.87721692108971,1.0909108411460544
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2075,SLE,5589.181725651846,5526.2,62.98172565184632,1.1396932006052318
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2080,SLE,5977.817105490993,5907.54,70.27710549099265,1.1896170908871146
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2085,SLE,6332.980469570981,6256.17,76.81046957098079,1.2277554729328133
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2090,SLE,6658.438800543423,6576.25,82.18880054342299,1.2497821789534003
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2095,SLE,6966.467596598224,6879.97,86.49759659822394,1.257237990837517
OECD ENV-Growth 2023,SSP4,Sierra Leone,GDP|PPP [per capita],USD_2017/yr,2100,SLE,7269.593593402738,7179.4,90.19359340273877,1.256283162976555
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2025,SLB,2001.2236476415517,1987.64,13.583647641551579,0.6834058301076441
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2030,SLB,2086.597194360975,2070.67,15.927194360975136,0.7691807173994473
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2035,SLB,2351.772859193768,2332.12,19.65285919376811,0.8427035998905763
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2040,SLB,2740.885477041436,2715.92,24.96547704143586,0.9192272615333242
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2045,SLB,3232.5783722930028,3198.93,33.64837229300292,1.05186335096432
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2050,SLB,3874.5353360209674,3829.35,45.1853360209675,1.1799740431396322
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2055,SLB,4712.523394721271,4653.73,58.7933947212714,1.263360674582999
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2060,SLB,5781.251543731315,5704.44,76.8115437313154,1.3465220728295046
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2065,SLB,7132.971322325244,7032.93,100.04132232524353,1.4224700420058713
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2070,SLB,8839.674097662693,8711.07,128.60409766269368,1.4763295170707351
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2075,SLB,10962.970560856926,10798.3,164.6705608569264,1.524967456515622
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2080,SLB,13583.28665301597,13372.8,210.48665301597066,1.57399088460136
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2085,SLB,16735.504839447694,16468.1,267.40483944769585,1.6237746883228537
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2090,SLB,20485.82042823469,20150.2,335.620428234688,1.6655935337350893
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2095,SLB,24904.608499301237,24489.4,415.20849930123586,1.6954621154509126
OECD ENV-Growth 2023,SSP4,Solomon Islands,GDP|PPP [per capita],USD_2017/yr,2100,SLB,30121.670005638814,29614.7,506.97000563881375,1.7118863457634679
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2025,SOM,1484.3975091535033,1471.66,12.737509153503197,0.8655198315849582
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2030,SOM,1564.1302871988612,1552.02,12.110287198861215,0.7802919549272055
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2035,SOM,1754.6883163594148,1742.79,11.898316359414821,0.6827165842938518
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2040,SOM,2044.487669434777,2031.52,12.967669434777008,0.6383234934815807
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2045,SOM,2425.6728757594165,2408.79,16.882875759416493,0.7008861610774079
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2050,SOM,2889.8564862965845,2865.44,24.41648629658448,0.8521025146778324
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2055,SOM,3427.625416206953,3395.22,32.405416206953305,0.9544423102760148
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2060,SOM,4035.408179403332,3997.31,38.09817940333187,0.9530954417678856
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2065,SOM,4732.42117881813,4689.16,43.26117881813025,0.9225784323446043
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2070,SOM,5535.878862196448,5485.36,50.518862196448026,0.9209762385048207
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2075,SOM,6468.219601828621,6406.88,61.3396018286212,0.9574020713455098
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2080,SOM,7532.319019090439,7457.61,74.70901909043914,1.0017823282585057
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2085,SOM,8745.660929938509,8657,88.66092993850907,1.0241530546206432
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2090,SOM,10139.022216567077,10036.4,102.62221656707698,1.0225002647072354
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2095,SOM,11781.981601129271,11663.8,118.18160112927217,1.0132341186343403
OECD ENV-Growth 2023,SSP4,Somalia,GDP|PPP [per capita],USD_2017/yr,2100,SOM,13702.514303128932,13565.1,137.41430312893135,1.012998821453077
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2045,ZAF,20319.091983660983,20283.8,35.29198366098353,0.1739909862105894
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2050,ZAF,23685.964246337044,23618.9,67.06424633704228,0.2839431401845229
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2055,ZAF,27577.784996032296,27471,106.78499603229648,0.38871899833386653
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2060,ZAF,31952.405072251426,31801.4,151.00507225142428,0.4748378129623987
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2065,ZAF,36791.26894549571,36591.1,200.1689454957086,0.5470427111940024
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2070,ZAF,42116.16390065797,41858.6,257.56390065797314,0.6153189563386572
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2075,ZAF,47941.99519115037,47615.4,326.5951911503653,0.6859024415427892
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2080,ZAF,54319.581266248955,53913.4,406.18126624895376,0.7533957536511401
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2085,ZAF,61218.53797465664,60726.9,491.6379746566381,0.8095884602320194
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2090,ZAF,68648.52562835703,68069.9,578.6256283570401,0.8500462441652481
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2095,ZAF,76591.53671907159,75926,665.5367190715915,0.8765597016458019
OECD ENV-Growth 2023,SSP4,South Africa,GDP|PPP [per capita],USD_2017/yr,2100,ZAF,85070.25010773563,84316.7,753.5501077356312,0.8937139472199828
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2025,SSD,578.3871208171431,574.991,3.396120817143128,0.590638952112838
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2030,SSD,696.245832783157,691.727,4.518832783156995,0.6532682377812339
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2035,SSD,778.5380837712011,772.992,5.546083771201097,0.7174826869102263
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2040,SSD,824.0539475086562,817.974,6.079947508656119,0.7432934920493951
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2045,SSD,866.0259575704172,859.539,6.486957570417189,0.7547019472551204
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2050,SSD,927.9712616687676,920.331,7.640261668767607,0.8301645461000018
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2055,SSD,1004.8959585621202,995.668,9.227958562120193,0.9268108006002194
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2060,SSD,1075.9867906021625,1065.68,10.306790602162437,0.9671562384733162
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2065,SSD,1138.9380708874874,1128.02,10.918070887487374,0.9678969244771702
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2070,SSD,1202.4850827161797,1191.12,11.365082716179813,0.9541509433289521
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2075,SSD,1277.9718341174205,1265.99,11.981834117420476,0.9464398705693153
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2080,SSD,1362.078582838211,1349.27,12.808582838211123,0.9492972376330255
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2085,SSD,1445.0468334514765,1431.42,13.626833451476386,0.9519800932973123
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2090,SSD,1518.5842164801095,1504.32,14.264216480109553,0.9482169006667167
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2095,SSD,1583.1670086601443,1568.36,14.807008660144447,0.9441077724594129
OECD ENV-Growth 2023,SSP4,South Sudan,GDP|PPP [per capita],USD_2017/yr,2100,SSD,1647.8085966039632,1632.26,15.548596603963233,0.9525808758386063
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2025,LKA,12304.42641678076,12276.4,28.026416780759973,0.22829507657586892
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2030,LKA,14093.285406491616,14047.7,45.585406491614776,0.324504413474197
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2035,LKA,15834.862737357224,15771.9,62.96273735722389,0.399208322124943
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2040,LKA,17351.501867160707,17272.3,79.20186716070748,0.45854846870832194
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2045,LKA,18721.686171573452,18624.8,96.88617157345288,0.5201997958284271
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2050,LKA,20184.27474958416,20059.4,124.87474958415987,0.6225248491189161
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2055,LKA,21842.89896916091,21680.6,162.29896916091093,0.7485907639129495
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2060,LKA,23625.452127858614,23428.6,196.85212785861586,0.8402214722971747
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2065,LKA,25512.790624525875,25288.1,224.69062452587605,0.8885231572394766
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2070,LKA,27516.3471862901,27263.7,252.64718629009803,0.9266797473934133
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2075,LKA,29721.738754506623,29434.3,287.4387545066238,0.9765435376639628
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2080,LKA,32153.575134031835,31821.4,332.1751340318333,1.0438734123320572
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2085,LKA,34804.84662478338,34420.7,384.1466247833814,1.1160337377897063
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2090,LKA,37643.15344350523,37205.6,437.5534435052323,1.176041895588923
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2095,LKA,40661.99508656338,40171.3,490.6950865633771,1.2215066143325635
OECD ENV-Growth 2023,SSP4,Sri Lanka,GDP|PPP [per capita],USD_2017/yr,2100,LKA,43907.329083354714,43359.9,547.4290833547129,1.262523860421064
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2025,SUR,15639.326868117814,15553.1,86.22686811781386,0.5544030972462973
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2030,SUR,17232.82388422858,17092.3,140.52388422857985,0.8221473074342239
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2035,SUR,19119.632999787547,18940.8,178.83299978754803,0.9441681438352553
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2040,SUR,21573.228900482467,21357.1,216.12890048246845,1.011976815590452
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2045,SUR,24623.655913978495,24354.5,269.15591397849494,1.1051588576176679
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2050,SUR,28101.150675324578,27758.3,342.85067532457833,1.2351285032749784
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2055,SUR,31909.10964321805,31471.6,437.50964321805077,1.3901728644811537
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2060,SUR,35998.04891879585,35457,541.0489187958519,1.525929770696483
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2065,SUR,40306.88583289303,39665.5,641.3858328930291,1.6169866329506226
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2070,SUR,44780.56616423842,44039,741.5661642384221,1.6838851114657962
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2075,SUR,49477.42909884209,48626.1,851.3290988420922,1.7507657386508322
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2080,SUR,54395.86987747464,53416.4,979.4698774746357,1.8336501102182772
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2085,SUR,59518.73253923773,58389.1,1129.632539237733,1.934663386210325
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2090,SUR,64918.45027077923,63622.2,1296.25027077923,2.0374181822999367
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2095,SUR,70581.27077240011,69107.4,1473.8707724001142,2.1327249649098565
OECD ENV-Growth 2023,SSP4,Suriname,GDP|PPP [per capita],USD_2017/yr,2100,SUR,76589.630821906,74933.5,1656.130821906001,2.2101340814268666
OECD ENV-Growth 2023,SSP4,Taiwan,GDP|PPP [per capita],USD_2017/yr,2100,TWN,77175.20015687252,77080.3,94.90015687252162,0.12311856190559925
OECD ENV-Growth 2023,SSP4,Tajikistan,GDP|PPP [per capita],USD_2017/yr,2025,TJK,4611.021775277462,4586.94,24.08177527746284,0.5250074183979482
OECD ENV-Growth 2023,SSP4,Tajikistan,GDP|PPP [per capita],USD_2017/yr,2030,TJK,5249.8735802935735,5223.9,25.973580293573832,0.4972066902807067
OECD ENV-Growth 2023,SSP4,Tajikistan,GDP|PPP [per capita],USD_2017/yr,2035,TJK,5943.392198014906,5915.82,27.572198014906462,0.46607567530632205
OECD ENV-Growth 2023,SSP4,Tajikistan,GDP|PPP [per capita],USD_2017/yr,2040,TJK,6623.936104580542,6595.28,28.656104580541978,0.4344941318722174
