model,region,variable,unit,year,Historical Reference,SSP1,SSP2,SSP3,SSP4,SSP5,all_equal,all_ssps_equal,hist_ssp2_equal,max_diff
IIASA-WiC POP 2025,Réunion,Population,million,2025,1.000816,1.000816,1.000816,1.000816,1.000816,1.000816,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Saint Lucia,Population,million,2025,0.180791,0.180791,0.180791,0.180791,0.180791,0.180791,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Saint Vincent and the Grenadines,Population,million,2025,0.101993,0.101993,0.101993,0.101993,0.101993,0.101993,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Samoa,Population,million,2025,0.226676,0.226676,0.226676,0.226676,0.226676,0.226676,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Sao Tome and Principe,Population,million,2025,0.237482,0.237482,0.237482,0.237482,0.237482,0.237482,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Saudi Arabia,Population,million,2025,39.22019,39.22019,39.22019,39.22019,39.22019,39.22019,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Senegal,Population,million,2025,18.370559,18.370559,18.370559,18.370559,18.370559,18.370559,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Serbia,Population,million,2025,7.153957,7.168596,7.153957,7.168596,7.168596,7.168596,FALSE,FALSE,TRUE,0.014638999999999847
IIASA-WiC POP 2025,Seychelles,Population,million,2025,0.109057,0.109057,0.109057,0.109057,0.109057,0.109057,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Sierra Leone,Population,million,2025,9.070178,9.070178,9.070178,9.070178,9.070178,9.070178,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Singapore,Population,million,2025,6.10754000000001,6.10754000000001,6.10754000000001,6.10754000000001,6.10754000000001,6.10754000000001,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Slovakia,Population,million,2025,5.501991,5.577927,5.501991,5.577927,5.577927,5.577927,FALSE,FALSE,TRUE,0.07593599999999956
IIASA-WiC POP 2025,Slovenia,Population,million,2025,2.114577,2.120673,2.114577,2.120673,2.120673,2.120673,FALSE,FALSE,TRUE,0.006095999999999879
IIASA-WiC POP 2025,Solomon Islands,Population,million,2025,0.7681949999999991,0.7681949999999991,0.7681949999999991,0.7681949999999991,0.7681949999999991,0.7681949999999991,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Somalia,Population,million,2025,19.02004,19.02004,19.02004,19.02004,19.02004,19.02004,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,South Africa,Population,million,2025,60.83381300000001,60.83381300000001,60.83381300000001,60.83381300000001,60.83381300000001,60.83381300000001,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,South Korea,Population,million,2025,51.512989,51.512989,51.512989,51.512989,51.512989,51.512989,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,South Sudan,Population,million,2025,11.082318,11.082318,11.082318,11.082318,11.082318,11.082318,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Spain,Population,million,2025,47.59626,47.712848,47.59626,47.712848,47.712848,47.712848,FALSE,FALSE,TRUE,0.11658800000000014
IIASA-WiC POP 2025,Sri Lanka,Population,million,2025,22.224116,22.224116,22.224116,22.224116,22.224116,22.224116,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Sudan,Population,million,2025,49.751585,49.751585,49.751585,49.751585,49.751585,49.751585,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Suriname,Population,million,2025,0.633338,0.633338,0.633338,0.633338,0.633338,0.633338,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Sweden,Population,million,2025,10.56977,10.6071,10.56977,10.6071,10.6071,10.6071,FALSE,FALSE,TRUE,0.03733000000000075
IIASA-WiC POP 2025,Switzerland,Population,million,2025,8.846489,8.900163000000001,8.846489,8.900163000000001,8.900163000000001,8.900163000000001,FALSE,FALSE,TRUE,0.05367400000000089
IIASA-WiC POP 2025,Syria,Population,million,2025,22.104625,22.104625,22.104625,22.104625,22.104625,22.104625,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Taiwan,Population,million,2025,23.475315,23.475315,23.475315,23.475315,23.475315,23.475315,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Tajikistan,Population,million,2025,10.416997,10.416997,10.416997,10.416997,10.416997,10.416997,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Tanzania,Population,million,2025,70.25430300000001,70.25430300000001,70.25430300000001,70.25430300000001,70.25430300000001,70.25430300000001,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Thailand,Population,million,2025,72.030014,72.030014,72.030014,72.030014,72.030014,72.030014,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Timor-Leste,Population,million,2025,1.393823,1.393823,1.393823,1.393823,1.393823,1.393823,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Togo,Population,million,2025,9.354153000000009,9.354153000000009,9.354153000000009,9.354153000000009,9.354153000000009,9.354153000000009,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Tonga,Population,million,2025,0.107989,0.107989,0.107989,0.107989,0.107989,0.107989,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Trinidad and Tobago,Population,million,2025,1.527884,1.527884,1.527884,1.527884,1.527884,1.527884,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Tunisia,Population,million,2025,12.623486,12.623486,12.623486,12.623486,12.623486,12.623486,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Turkey,Population,million,2025,87.0890089999999,87.2105300000001,87.0890089999999,87.2105300000001,87.2105300000001,87.2105300000001,FALSE,FALSE,TRUE,0.12152100000020027
IIASA-WiC POP 2025,Turkmenistan,Population,million,2025,6.714457,6.714457,6.714457,6.714457,6.714457,6.714457,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,USA (R9),Population,million,2025,341.969466,342.053271,341.969466,342.053271,342.053271,342.053271,FALSE,FALSE,TRUE,0.08380499999998392
IIASA-WiC POP 2025,Uganda,Population,million,2025,50.77312000000001,50.77312000000001,50.77312000000001,50.77312000000001,50.77312000000001,50.77312000000001,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Ukraine,Population,million,2025,36.391202,36.391202,36.391202,36.391202,36.391202,36.391202,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,United Arab Emirates,Population,million,2025,9.792430000000001,9.792430000000001,9.792430000000001,9.792430000000001,9.792430000000001,9.792430000000001,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,United Kingdom,Population,million,2025,67.8339489999999,67.9350229999999,67.8339489999999,67.9350229999999,67.9350229999999,67.9350229999999,FALSE,FALSE,TRUE,0.101073999999997
IIASA-WiC POP 2025,United States,Population,million,2025,341.969466,342.053271,341.969466,342.053271,342.053271,342.053271,FALSE,FALSE,TRUE,0.08380499999998392
IIASA-WiC POP 2025,United States Virgin Islands,Population,million,2025,0.098266,0.098266,0.098266,0.098266,0.098266,0.098266,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Uruguay,Population,million,2025,3.411022,3.411022,3.411022,3.411022,3.411022,3.411022,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Uzbekistan,Population,million,2025,36.057826,36.057826,36.057826,36.057826,36.057826,36.057826,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Vanuatu,Population,million,2025,0.343505,0.343505,0.343505,0.343505,0.343505,0.343505,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Venezuela,Population,million,2025,29.785672,29.785672,29.785672,29.785672,29.785672,29.785672,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Viet Nam,Population,million,2025,99.8072100000001,99.8072100000001,99.8072100000001,99.8072100000001,99.8072100000001,99.8072100000001,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Western Sahara,Population,million,2025,0.597309999999999,0.597309999999999,0.597309999999999,0.597309999999999,0.597309999999999,0.597309999999999,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,World,Population,million,2025,8151.639502999999,8157.669138,8151.639502999999,8157.669138,8157.669138,8157.669138,FALSE,FALSE,TRUE,6.029635000000781
IIASA-WiC POP 2025,Yemen,Population,million,2025,35.731379,35.731379,35.731379,35.731379,35.731379,35.731379,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Zambia,Population,million,2025,21.313458,21.313458,21.313458,21.313458,21.313458,21.313458,TRUE,TRUE,TRUE,0
IIASA-WiC POP 2025,Zimbabwe,Population,million,2025,16.972672,16.972672,16.972672,16.972672,16.972672,16.972672,TRUE,TRUE,TRUE,0
