model,scenario,region,variable,unit,year,value,iso
IIASA-WiC POP 2023,SSP1,Equatorial Guinea,Population,million,2080,3.1378049999999997,GNQ
IIASA-WiC POP 2023,SSP1,Equatorial Guinea,Population,million,2085,3.122822,GNQ
IIASA-WiC POP 2023,SSP1,Equatorial Guinea,Population,million,2090,3.0882330000000002,GNQ
IIASA-WiC POP 2023,SSP1,Equatorial Guinea,Population,million,2095,3.032466,GNQ
IIASA-WiC POP 2023,SSP1,Equatorial Guinea,Population,million,2100,2.9530770000000004,GNQ
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2020,3.5236520000000002,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2025,3.85609,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2030,4.135212999999999,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2035,4.362648,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2040,4.5452200000000005,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2045,4.693998,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2050,4.8054369999999995,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2055,4.873449,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2060,4.896525,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2065,4.8927629999999995,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2070,4.861844,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2075,4.807382,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2080,4.734426999999999,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2085,4.642756,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2090,4.532618,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2095,4.404140999999999,ERI
IIASA-WiC POP 2023,SSP1,Eritrea,Population,million,2100,4.262453000000001,ERI
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2020,1.3290909999999998,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2025,1.390788,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2030,1.35859,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2035,1.329479,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2040,1.3052860000000002,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2045,1.2863699999999998,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2050,1.269862,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2055,1.2521479999999998,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2060,1.231713,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2065,1.2089649999999998,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2070,1.184395,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2075,1.1587560000000001,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2080,1.1325560000000001,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2085,1.105818,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2090,1.07894,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2095,1.052799,EST
IIASA-WiC POP 2023,SSP1,Estonia,Population,million,2100,1.0271389999999998,EST
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2020,1.17422,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2025,1.230944,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2030,1.2844,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2035,1.324129,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2040,1.351883,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2045,1.3720050000000001,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2050,1.384355,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2055,1.3821189999999999,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2060,1.365745,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2065,1.342662,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2070,1.313955,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2075,1.2802090000000002,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2080,1.241942,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2085,1.200028,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2090,1.155645,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2095,1.109346,SWZ
IIASA-WiC POP 2023,SSP1,Eswatini,Population,million,2100,1.0617370000000002,SWZ
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2020,115.638354,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2025,130.851847,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2030,143.99113699999998,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2035,155.46177799999998,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2040,165.873543,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2045,175.80975899999999,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2050,184.990006,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2055,192.904228,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2060,199.244483,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2065,203.849291,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2070,206.890819,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2075,208.30408,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2080,208.161791,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2085,206.650049,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2090,203.858386,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2095,199.839799,ETH
IIASA-WiC POP 2023,SSP1,Ethiopia,Population,million,2100,194.725598,ETH
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2020,0.918089999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2025,0.941961999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2030,0.953352999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2035,0.955778,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2040,0.951078,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2045,0.941091,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2050,0.925422999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2055,0.905119,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2060,0.880892,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2065,0.856532999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2070,0.8315130000000001,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2075,0.806332999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2080,0.7820349999999989,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2085,0.7587999999999999,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2090,0.7370629999999989,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2095,0.716366,FJI
IIASA-WiC POP 2023,SSP1,Fiji,Population,million,2100,0.696348,FJI
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2020,5.525213,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2025,5.56727400000001,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2030,5.557724,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2035,5.55067900000001,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2040,5.54456200000001,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2045,5.542091999999999,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2050,5.551279999999999,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2055,5.547752999999999,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2060,5.538663,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2065,5.531099,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2070,5.529369,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2075,5.526731,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2080,5.507554,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2085,5.436621,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2090,5.322084,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2095,5.175965,FIN
IIASA-WiC POP 2023,SSP1,Finland,Population,million,2100,5.015156,FIN
IIASA-WiC POP 2023,SSP1,France,Population,million,2020,64.45775499999999,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2025,65.187006,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2030,65.920681,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2035,66.7164640000001,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2040,67.513796,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2045,68.23626300000001,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2050,68.82618799999999,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2055,69.20663800000001,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2060,69.4500369999999,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2065,69.60917499999991,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2070,69.728464,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2075,69.794854,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2080,69.747088,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2085,69.47961199999999,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2090,68.794799,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2095,67.80868799999999,FRA
IIASA-WiC POP 2023,SSP1,France,Population,million,2100,66.559344,FRA
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2020,0.287814,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2025,0.321887,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2030,0.351098,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2035,0.376921,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2040,0.400158,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2045,0.421872,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2050,0.441577,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2055,0.45843599999999995,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2060,0.471914,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2065,0.48162299999999997,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2070,0.488075,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2075,0.492554,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2080,0.495608,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2085,0.49707999999999997,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2090,0.496613,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2095,0.49336599999999997,GUF
IIASA-WiC POP 2023,SSP1,French Guiana,Population,million,2100,0.486675,GUF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2020,1.009624,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2025,1.050529,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2030,1.082448,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2035,1.106145,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2040,1.12219,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2045,1.132204,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2050,1.135338,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2055,1.129563,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2060,1.115769,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2065,1.0990820000000001,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2070,1.080904,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2075,1.0621990000000001,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2080,1.0432190000000001,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2085,1.0237910000000001,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2090,1.004093,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2095,0.9847720000000001,PYF
IIASA-WiC POP 2023,SSP1,French Polynesia,Population,million,2100,0.9659439999999999,PYF
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2020,2.2679940000000003,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2025,2.512271,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2030,2.7353,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2035,2.9319740000000003,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2040,3.1089670000000003,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2045,3.274185,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2050,3.4278690000000003,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2055,3.5547310000000003,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2060,3.647767,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2065,3.70773,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2070,3.736355,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2075,3.7422359999999997,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2080,3.729788,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2085,3.7006669999999997,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2090,3.65613,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2095,3.5946909999999996,GAB
IIASA-WiC POP 2023,SSP1,Gabon,Population,million,2100,3.516073,GAB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2020,2.541048,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2025,2.843788,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2030,3.1148719999999996,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2035,3.3640100000000004,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2040,3.584756,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2045,3.788973,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2050,3.966564,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2055,4.11024,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2060,4.2139489999999995,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2065,4.286171,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2070,4.327014,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2075,4.3375259999999995,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2080,4.319449,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2085,4.278083000000009,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2090,4.21346,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2095,4.126595,GMB
IIASA-WiC POP 2023,SSP1,Gambia,Population,million,2100,4.018565,GMB
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2020,3.769183,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2025,3.644065,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2030,3.4941619999999998,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2035,3.345649,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2040,3.208013,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2045,3.0785109999999998,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2050,2.949539,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2055,2.815831,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2060,2.678491,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2065,2.552596,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2070,2.440782,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2075,2.341776,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2080,2.252967,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2085,2.172926,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2090,2.10198,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2095,2.041484,GEO
IIASA-WiC POP 2023,SSP1,Georgia,Population,million,2100,1.990814,GEO
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2020,83.267652,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2025,84.409784,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2030,84.04442899999991,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2035,83.6646060000001,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2040,83.32831200000001,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2045,83.101924,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2050,82.880307,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2055,82.492872,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2060,81.8546220000001,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2065,80.991848,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2070,80.104799,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2075,79.2760320000001,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2080,78.366468,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2085,77.1371690000001,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2090,75.31738899999999,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2095,72.896788,DEU
IIASA-WiC POP 2023,SSP1,Germany,Population,million,2100,70.11878,DEU
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2020,31.849241999999997,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2025,35.282894999999996,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2030,38.267919,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2035,40.939076,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2040,43.401563,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2045,45.770904,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2050,47.951023,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2055,49.769184,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2060,51.182114999999996,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2065,52.173410000000004,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2070,52.821405,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2075,53.160548999999996,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2080,53.200542,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2085,52.973773,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2090,52.490294999999996,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2095,51.752108,GHA
IIASA-WiC POP 2023,SSP1,Ghana,Population,million,2100,50.780355,GHA
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2020,10.543344999999999,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2025,10.379712,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2030,10.248888000000001,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2035,10.140569,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2040,10.053657,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2045,9.98292900000001,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2050,9.919024,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2055,9.830219,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2060,9.708067,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2065,9.551334,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2070,9.371183,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2075,9.176964999999988,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2080,8.972569,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2085,8.756831,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2090,8.529212,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2095,8.287213,GRC
IIASA-WiC POP 2023,SSP1,Greece,Population,million,2100,8.016423,GRC
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2020,0.123161,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2025,0.126268,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2030,0.12767799999999999,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2035,0.12804400000000002,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2040,0.127926,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2045,0.127689,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2050,0.12703799999999998,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2055,0.125827,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2060,0.123914,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2065,0.121739,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2070,0.11942,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2075,0.1169,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2080,0.11408,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2085,0.110874,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2090,0.107398,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2095,0.103897,GRD
IIASA-WiC POP 2023,SSP1,Grenada,Population,million,2100,0.100465,GRD
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2020,0.395093,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2025,0.39775099999999997,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2030,0.400829,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2035,0.401766,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2040,0.400666,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2045,0.397553,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2050,0.393086,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2055,0.387969,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2060,0.382269,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2065,0.376608,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2070,0.371377,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2075,0.366995,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2080,0.363831,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2085,0.361769,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2090,0.36012900000000003,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2095,0.35779700000000003,GLP
IIASA-WiC POP 2023,SSP1,Guadeloupe,Population,million,2100,0.353855999999999,GLP
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2020,0.168571,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2025,0.173227,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2030,0.17650200000000002,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2035,0.178696,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2040,0.17955000000000002,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2045,0.179529,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2050,0.178448,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2055,0.176318,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2060,0.17355600000000002,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2065,0.170806,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2070,0.16815799999999997,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2075,0.16572499999999998,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2080,0.163296,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2085,0.160795,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2090,0.15807,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2095,0.155005,GUM
IIASA-WiC POP 2023,SSP1,Guam,Population,million,2100,0.151567,GUM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2020,17.231175,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2025,18.589952,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2030,19.774510999999997,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2035,20.729834999999998,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2040,21.507493,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2045,22.150818,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2050,22.614818,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2055,22.89252,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2060,23.008817,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2065,23.00234,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2070,22.875729,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2075,22.628693,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2080,22.260074,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2085,21.785465,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2090,21.217061,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2095,20.565824,GTM
IIASA-WiC POP 2023,SSP1,Guatemala,Population,million,2100,19.845559,GTM
IIASA-WiC POP 2023,SSP1,Guinea,Population,million,2020,13.04159,GIN
